,Производитель,Модель,Ширина,Профиль,"Диаметр, R",Индекс скорости,Индекс нагрузки,Цена,Производитель_числ,Индекс скорости_числ
4011,Pirelli,P-Zero Sports CAR,245.0,45.0,18.0,Y,100.0,22080.0,29.0,3.0
4012,Pirelli,Scorpion,255.0,60.0,18.0,V,112.0,15350.0,29.0,2.0
4013,Pirelli,Cinturato All Season SF 2,225.0,60.0,18.0,V,104.0,16490.0,29.0,2.0
4014,Pirelli,Powergy,215.0,40.0,17.0,Y,87.0,11640.0,29.0,3.0
4015,Pirelli,Cinturato All Season SF 2,235.0,45.0,17.0,Y,97.0,13900.0,29.0,3.0
4016,Pirelli,Cinturato All Season SF 2,225.0,45.0,17.0,W,94.0,11910.0,29.0,6.0
4017,Pirelli,Cinturato All Season SF 2,215.0,45.0,17.0,W,91.0,12940.0,29.0,6.0
4018,Pirelli,New Cinturato P7,205.0,45.0,17.0,W,88.0,15480.0,29.0,6.0
4019,Continental,UltraContact,225.0,65.0,17.0,H,102.0,11150.0,8.0,0.0
4020,Continental,UltraContact,195.0,50.0,15.0,H,82.0,6770.0,8.0,0.0
4021,Continental,UltraContact,175.0,65.0,14.0,T,82.0,6090.0,8.0,5.0
4022,Continental,Conti Eco Contact 6,195.0,45.0,16.0,H,84.0,9250.0,8.0,0.0
4023,Continental,Cross Contact LX Sport,275.0,50.0,20.0,H,113.0,25140.0,8.0,0.0
4024,Continental,Sport Contact 7,255.0,40.0,19.0,Y,100.0,20050.0,8.0,3.0
4025,Cordiant,Off Road 2,235.0,75.0,15.0,Q,109.0,9400.0,0.0,9.0
4026,Pirelli,P-Zero Sports CAR Run Flat,245.0,45.0,20.0,W,103.0,41740.0,29.0,6.0
4027,Pirelli,Cinturato All Season SF 2,245.0,35.0,19.0,Y,93.0,27100.0,29.0,3.0
4028,Pirelli,Cinturato All Season SF 2,235.0,35.0,19.0,Y,91.0,18540.0,29.0,3.0
4029,Pirelli,Powergy,255.0,45.0,19.0,Y,104.0,18830.0,29.0,3.0
4030,Pirelli,Cinturato All Season SF 2,235.0,45.0,19.0,Y,99.0,31310.0,29.0,3.0
4031,Tunga,Zodiak 2,195.0,65.0,15.0,T,95.0,3340.0,4.0,5.0
4032,Кама,Евро 131,225.0,70.0,15.0,R,112.0,5820.0,13.0,8.0
4033,Cordiant,Business CS-2,195.0,70.0,15.0,S,104.0,5700.0,0.0,7.0
4034,Evergreen,ES89,235.0,75.0,15.0,R,104.0,7180.0,18.0,8.0
4035,Triangle,TH201,255.0,45.0,18.0,Y,103.0,8770.0,36.0,3.0
4036,Triangle,TR259,255.0,55.0,18.0,W,109.0,9090.0,36.0,6.0
4037,Triangle,TR968,275.0,40.0,18.0,W,103.0,8640.0,36.0,6.0
4038,Nankang,N605,205.0,70.0,15.0,H,95.0,5990.0,33.0,0.0
4039,Nankang,SP7,275.0,55.0,19.0,V,111.0,13320.0,33.0,2.0
4040,Nankang,AS2+,255.0,40.0,20.0,Y,101.0,12730.0,33.0,3.0
4041,Nankang,NS20,245.0,40.0,20.0,Y,95.0,11050.0,33.0,3.0
4042,Nankang,SP9,275.0,50.0,20.0,W,113.0,15100.0,33.0,6.0
4043,Nankang,SP9,255.0,50.0,20.0,Y,109.0,13410.0,33.0,3.0
4044,Bridgestone,Alenza H/L33,225.0,60.0,18.0,H,100.0,16210.0,16.0,0.0
4045,Cordiant,Business CS-2,185.0,75.0,16.0,R,104.0,5570.0,0.0,8.0
4046,Continental,Conti Eco Contact 6,175.0,65.0,15.0,H,84.0,5610.0,8.0,0.0
4047,Nokian,Tyres Nordman SZ2,235.0,40.0,18.0,W,95.0,12940.0,23.0,6.0
4048,Nokian,Tyres Nordman SZ2,235.0,50.0,18.0,V,97.0,9720.0,23.0,2.0
4049,Nokian,Tyres Nordman SZ2,225.0,45.0,19.0,W,92.0,18370.0,23.0,6.0
4050,Nokian,Tyres Outpost AT,235.0,75.0,15.0,S,116.0,9510.0,23.0,7.0
4051,Nokian,Tyres Hakka Blue 3,215.0,45.0,16.0,V,90.0,9310.0,23.0,2.0
4052,Nokian,Tyres Hakka Blue 3 SUV,245.0,70.0,16.0,H,111.0,10470.0,23.0,0.0
4053,Nokian,Tyres Outpost AT,255.0,70.0,16.0,T,111.0,11680.0,23.0,5.0
4054,Nokian,Tyres Outpost AT,265.0,75.0,16.0,T,116.0,12170.0,23.0,5.0
4055,Nokian,Tyres Hakka Blue 3,215.0,45.0,17.0,W,91.0,8920.0,23.0,6.0
4056,Nokian,Tyres Hakka Blue 3,205.0,55.0,17.0,V,95.0,14500.0,23.0,2.0
4057,Nokian,Tyres Outpost AT,235.0,65.0,17.0,T,108.0,12880.0,23.0,5.0
4058,Nokian,Tyres Outpost AT,245.0,65.0,17.0,T,107.0,13180.0,23.0,5.0
4059,Nokian,Tyres Outpost AT,255.0,65.0,17.0,T,110.0,13450.0,23.0,5.0
4060,Nokian,Tyres Outpost AT,265.0,70.0,17.0,T,115.0,14120.0,23.0,5.0
4061,Nokian,Tyres Hakka Black 2 SUV,275.0,55.0,19.0,W,111.0,20772.0,23.0,6.0
4062,Nokian,Tyres Hakka Black 2 SUV,265.0,50.0,19.0,Y,110.0,15430.0,23.0,3.0
4063,Nokian,Tyres Hakka Black 2 SUV,265.0,40.0,21.0,Y,105.0,26710.0,23.0,3.0
4064,Nokian,Tyres Hakka Black 2 SUV,285.0,50.0,20.0,W,116.0,25070.0,23.0,6.0
4065,Nokian,Tyres Hakka Black 2 SUV,275.0,40.0,21.0,Y,107.0,28670.0,23.0,3.0
4066,Nokian,Tyres Hakka Black 2 SUV,265.0,50.0,20.0,W,111.0,23300.0,23.0,6.0
4067,Nokian,Tyres Hakka Black 2 Run Flat,225.0,50.0,17.0,W,94.0,15250.0,23.0,6.0
4068,Nokian,Tyres Hakka Black 2 Run Flat,245.0,45.0,18.0,Y,96.0,24660.0,23.0,3.0
4069,Nokian,Tyres Hakka Black 2 SUV,295.0,40.0,20.0,Y,110.0,24220.0,23.0,3.0
4070,Nokian,Tyres Hakka Black 2 SUV,255.0,50.0,20.0,Y,109.0,22220.0,23.0,3.0
4071,Nokian,Tyres Hakka Black 2 SUV,265.0,45.0,20.0,Y,108.0,22910.0,23.0,3.0
4072,Nokian,Tyres Hakka Black 2 SUV,255.0,60.0,18.0,V,112.0,14670.0,23.0,2.0
4073,Nokian,Tyres Hakka Black 2 Run Flat,225.0,45.0,17.0,W,91.0,18470.0,23.0,6.0
4074,Nokian,Tyres Hakka VAN,205.0,65.0,15.0,T,102.0,9710.0,23.0,5.0
4075,Nokian,Tyres Hakka VAN,205.0,70.0,15.0,R,106.0,8220.0,23.0,8.0
4076,Nokian,Tyres Hakka VAN,215.0,65.0,15.0,T,104.0,8460.0,23.0,5.0
4077,Nokian,Tyres Hakka VAN,215.0,70.0,15.0,R,109.0,8550.0,23.0,8.0
4078,Nokian,Tyres Hakka VAN,225.0,70.0,15.0,R,112.0,9530.0,23.0,8.0
4079,Nokian,Tyres Hakka VAN,205.0,65.0,16.0,T,107.0,10680.0,23.0,5.0
4080,Nokian,Tyres Hakka VAN,215.0,60.0,16.0,T,108.0,11460.0,23.0,5.0
4081,Nokian,Tyres Hakka VAN,215.0,75.0,16.0,S,116.0,11460.0,23.0,7.0
4082,Nokian,Tyres Hakka VAN,225.0,65.0,16.0,T,112.0,13190.0,23.0,5.0
4083,Nokian,Tyres Hakka VAN,225.0,75.0,16.0,R,121.0,12730.0,23.0,8.0
4084,Nokian,Tyres Nordman S2 SUV,235.0,55.0,17.0,V,103.0,9970.0,23.0,2.0
4085,Nokian,Tyres Hakka Black 2,255.0,40.0,18.0,Y,99.0,20760.0,23.0,3.0
4086,Nokian,Tyres Hakka Black 2,235.0,40.0,18.0,Y,95.0,16010.0,23.0,3.0
4087,Nokian,Tyres Hakka Black 2,235.0,45.0,18.0,W,98.0,17390.0,23.0,6.0
4088,Nokian,Tyres Hakka Black 2,245.0,40.0,19.0,Y,98.0,20830.0,23.0,3.0
4089,Nokian,Tyres Hakka Black 2,245.0,40.0,20.0,Y,99.0,20560.0,23.0,3.0
4090,Nokian,Tyres Hakka Black 2,275.0,35.0,20.0,Y,102.0,22430.0,23.0,3.0
4091,Nokian,Tyres Hakka Black 2,255.0,40.0,19.0,Y,100.0,17500.0,23.0,3.0
4092,Nokian,Tyres Hakka Black 2,245.0,40.0,18.0,Y,97.0,15080.0,23.0,3.0
4093,Nokian,Tyres Hakka Black 2,245.0,45.0,17.0,Y,99.0,15610.0,23.0,3.0
4094,Nokian,Tyres Hakka Black 2,225.0,45.0,19.0,W,96.0,18950.0,23.0,6.0
4095,Nokian,Tyres Hakka Black 2,245.0,45.0,18.0,Y,100.0,14800.0,23.0,3.0
4096,Nokian,Tyres Hakka Black 2,225.0,45.0,18.0,Y,95.0,15710.0,23.0,3.0
4097,Nokian,Tyres Hakka Black 2,255.0,45.0,18.0,Y,103.0,14580.0,23.0,3.0
4098,Nokian,Tyres Hakka Black 2,215.0,50.0,17.0,W,95.0,11410.0,23.0,6.0
4099,Nokian,Tyres Hakka Black 2,255.0,35.0,20.0,Y,97.0,18850.0,23.0,3.0
4100,Nokian,Tyres Hakka Black 2,235.0,40.0,19.0,Y,96.0,16050.0,23.0,3.0
4101,Nokian,Tyres Hakka Black 2,225.0,50.0,17.0,Y,98.0,11190.0,23.0,3.0
4102,Nokian,Tyres Hakka Black 2,245.0,40.0,17.0,Y,95.0,12110.0,23.0,3.0
4103,Nokian,Tyres Outpost AT,245.0,70.0,17.0,S,119.0,14190.0,23.0,7.0
4104,Nokian,Tyres Outpost AT,245.0,75.0,17.0,S,121.0,12290.0,23.0,7.0
4105,Nokian,Tyres Outpost AT,265.0,70.0,17.0,S,121.0,14120.0,23.0,7.0
4106,Nokian,Tyres Outpost AT,255.0,60.0,18.0,T,112.0,14060.0,23.0,5.0
4107,Nokian,Tyres Outpost AT,255.0,70.0,18.0,T,116.0,14240.0,23.0,5.0
4108,Nokian,Tyres Outpost AT,265.0,65.0,18.0,H,114.0,16700.0,23.0,0.0
4109,Nokian,Tyres Outpost AT,275.0,65.0,18.0,T,116.0,18330.0,23.0,5.0
4110,Nokian,Tyres Outpost AT,275.0,60.0,20.0,H,115.0,27260.0,23.0,0.0
4111,Continental,Conti Cross Contact LX2,225.0,65.0,17.0,H,102.0,11510.0,8.0,0.0
4112,Nankang,FT4,225.0,60.0,18.0,H,100.0,8250.0,33.0,0.0
4113,BFGoodrich,All Terrain КО2,235.0,75.0,15.0,S,104.0,17210.0,17.0,7.0
4114,Pirelli,Carrie,225.0,75.0,16.0,R,121.0,21440.0,29.0,8.0
4115,Pirelli,Scorpion ATR,185.0,75.0,16.0,T,93.0,5570.0,29.0,5.0
4116,Hankook,Dynapro HP II RA33,235.0,60.0,17.0,V,102.0,12270.0,6.0,2.0
4117,Continental,Conti Eco Contact 6,195.0,60.0,15.0,H,88.0,6460.0,8.0,0.0
4118,Matador,MP82 Conquerra 2,215.0,60.0,17.0,H,96.0,9040.0,5.0,0.0
4119,Pirelli,P7 Cinturato,225.0,55.0,18.0,Y,102.0,15730.0,29.0,3.0
4120,Nokian,Tyres Hakka Blue 3,215.0,55.0,16.0,W,97.0,9090.0,23.0,6.0
4121,Hankook,Ventus S1 evo3 K127A SUV,265.0,45.0,20.0,Y,108.0,22050.0,6.0,3.0
4122,Cordiant,Off Road 2,205.0,70.0,16.0,Q,97.0,8490.0,0.0,9.0
4123,Cordiant,Sport 3 PS2,215.0,55.0,16.0,V,93.0,6450.0,0.0,2.0
4124,Dunlop,SP Sport LM705W,225.0,50.0,17.0,W,94.0,11000.0,14.0,6.0
4125,Evergreen,DYNAWILD ES91 M/T,245.0,75.0,16.0,Q,120.0,12210.0,18.0,9.0
4126,Pirelli,New Cinturato P7,245.0,40.0,18.0,Y,97.0,22160.0,29.0,3.0
4127,Pirelli,Powergy,215.0,45.0,18.0,Y,93.0,13280.0,29.0,3.0
4128,Pirelli,Powergy,225.0,50.0,18.0,W,99.0,14350.0,29.0,6.0
4129,Pirelli,Cinturato All Season SF 2,215.0,55.0,18.0,V,99.0,16020.0,29.0,2.0
4130,Pirelli,Scorpion,235.0,60.0,18.0,W,107.0,15740.0,29.0,6.0
4131,Pirelli,Powergy,245.0,40.0,17.0,Y,95.0,11420.0,29.0,3.0
4132,Pirelli,Powergy,225.0,60.0,17.0,V,99.0,11580.0,29.0,2.0
4133,Pirelli,Cinturato All Season SF 2,225.0,60.0,17.0,V,103.0,16650.0,29.0,2.0
4134,Pirelli,New Cinturato P7,205.0,55.0,16.0,V,94.0,6190.0,29.0,2.0
4135,Pirelli,Scorpion,215.0,60.0,16.0,V,95.0,8310.0,29.0,2.0
4136,Pirelli,Cinturato All Season SF 2,185.0,65.0,15.0,V,92.0,7430.0,29.0,2.0
4137,Pirelli,PZero,255.0,40.0,18.0,Y,99.0,25180.0,29.0,3.0
4138,Hankook,Dynapro AT-M RF10,215.0,75.0,15.0,S,100.0,13760.0,6.0,7.0
4139,Viatti,Strada (V-130),245.0,45.0,17.0,V,95.0,5780.0,20.0,2.0
4140,Viatti,Bosco (V-237),235.0,55.0,18.0,H,100.0,6880.0,20.0,0.0
4141,Viatti,Strada (V-130),225.0,45.0,18.0,V,95.0,5480.0,20.0,2.0
4142,Viatti,Bosco (V-237),225.0,55.0,18.0,V,102.0,6660.0,20.0,2.0
4143,Viatti,Bosco (V-237),235.0,60.0,18.0,H,103.0,7090.0,20.0,0.0
4144,Pirelli,P7 Cinturato,245.0,45.0,17.0,Y,99.0,17780.0,29.0,3.0
4145,Pirelli,P7 Cinturato,235.0,50.0,17.0,W,96.0,13260.0,29.0,6.0
4146,Pirelli,Scorpion Verde,225.0,55.0,19.0,V,99.0,13690.0,29.0,2.0
4147,Cordiant,All Terrain,225.0,70.0,16.0,H,103.0,7780.0,0.0,0.0
4148,Continental,Conti Cross Contact LX2,215.0,65.0,16.0,H,98.0,9920.0,8.0,0.0
4149,Pirelli,SCORPION ATR PLUS,265.0,65.0,17.0,T,112.0,24050.0,29.0,5.0
4150,Pirelli,P7 Cinturato Run Flat,225.0,45.0,17.0,V,91.0,13940.0,29.0,2.0
4151,Cordiant,Sport 3 PS2,235.0,65.0,17.0,H,108.0,7790.0,0.0,0.0
4152,Cordiant,Sport 3 PS2,215.0,60.0,17.0,V,100.0,8030.0,0.0,2.0
4153,Cordiant,Sport 3 PS2,225.0,55.0,18.0,V,102.0,9530.0,0.0,2.0
4154,Bridgestone,Ecopia EP850,275.0,65.0,17.0,H,115.0,14970.0,16.0,0.0
4155,Matador,MP47 Hectorra 3,205.0,55.0,16.0,H,91.0,4690.0,5.0,0.0
4156,Yokohama,BluEarth AE50,215.0,65.0,17.0,V,99.0,9350.0,7.0,2.0
4157,Белшина,Бел-254 Artmotion,185.0,65.0,14.0,H,86.0,3000.0,25.0,0.0
4158,Cordiant,Sport 2 PS501,185.0,60.0,14.0,H,82.0,3330.0,0.0,0.0
4159,Белшина,BEL-330 Artmotion,215.0,65.0,16.0,H,98.0,4650.0,25.0,0.0
4160,Cordiant,All Terrain,205.0,70.0,15.0,H,100.0,6340.0,0.0,0.0
4161,Bridgestone,TURANZA T005 Run Flat,225.0,50.0,17.0,Y,98.0,17510.0,16.0,3.0
4162,Hankook,Dynapro HP II RA33,245.0,55.0,19.0,H,103.0,16080.0,6.0,0.0
4163,Dunlop,SP Touring R1,175.0,70.0,13.0,T,82.0,4530.0,14.0,5.0
4164,Viatti,Strada (V-130),195.0,60.0,15.0,V,88.0,3770.0,20.0,2.0
4165,Pirelli,Cinturato P1 Verde,185.0,60.0,14.0,H,82.0,4280.0,29.0,0.0
4166,BFGoodrich,All Terrain КО2,245.0,75.0,16.0,S,120.0,22890.0,17.0,7.0
4167,Cordiant,Road Runner,175.0,65.0,14.0,H,82.0,3440.0,0.0,0.0
4168,Pirelli,Powergy,215.0,55.0,17.0,Y,98.0,8260.0,29.0,3.0
4169,Pirelli,Powergy,225.0,65.0,17.0,V,106.0,8060.0,29.0,2.0
4170,Matador,MPS330 Maxilla 2,185.0,75.0,16.0,R,104.0,6520.0,5.0,8.0
4171,Hankook,Dynapro HP II RA33,265.0,65.0,17.0,H,112.0,13300.0,6.0,0.0
4172,Nokian,Tyres Nordman S2 SUV,215.0,70.0,16.0,H,100.0,7620.0,23.0,0.0
4173,Ling,Long Sport Master UHP,205.0,45.0,17.0,Y,88.0,4710.0,24.0,3.0
4174,Кама,TRACE (HK-135),215.0,70.0,15.0,R,109.0,5910.0,13.0,8.0
4175,Hankook,Ventus S1 evo 2 SUV K117A,315.0,35.0,20.0,Y,110.0,25800.0,6.0,3.0
4176,Hankook,Ventus S1 evo 2 SUV K117A,275.0,40.0,20.0,Y,106.0,28700.0,6.0,3.0
4177,Triangle,TR646,185.0,75.0,16.0,Q,104.0,5500.0,36.0,9.0
4178,Ling,Long Sport Master UHP,225.0,45.0,18.0,Y,95.0,6110.0,24.0,3.0
4179,Nankang,FT4,205.0,70.0,15.0,H,96.0,6300.0,33.0,0.0
4180,Nankang,NA1,185.0,65.0,15.0,H,92.0,4190.0,33.0,0.0
4181,Ling,Long Crosswind A/T100,225.0,75.0,16.0,Q,115.0,8400.0,24.0,9.0
4182,Ling,Long Green-Max VAN,225.0,65.0,16.0,R,112.0,6590.0,24.0,8.0
4183,Cordiant,Comfort 2 SUV,225.0,60.0,18.0,V,104.0,9480.0,0.0,2.0
4184,Cordiant,Comfort 2 SUV,235.0,55.0,18.0,V,104.0,9630.0,0.0,2.0
4185,Roadmarch,Loading Pro,185.0,75.0,16.0,R,104.0,5150.0,2.0,8.0
4186,Nankang,NS20,255.0,45.0,18.0,Y,99.0,9690.0,33.0,3.0
4187,Pirelli,Scorpion,255.0,45.0,19.0,V,100.0,18570.0,29.0,2.0
4188,Ling,Long Green-Max,205.0,45.0,17.0,W,88.0,4600.0,24.0,6.0
4189,Ling,Long Comfort Master,195.0,50.0,16.0,V,88.0,4360.0,24.0,2.0
4190,Nokian,Tyres Nordman SX3,155.0,70.0,13.0,T,75.0,3290.0,23.0,5.0
4191,Nokian,Tyres Nordman SX3,165.0,65.0,14.0,T,79.0,3310.0,23.0,5.0
4192,Nokian,Tyres Nordman SX3,175.0,70.0,14.0,T,84.0,3880.0,23.0,5.0
4193,Nokian,Tyres Outpost AT,215.0,70.0,16.0,T,100.0,8890.0,23.0,5.0
4194,Nokian,Tyres Outpost AT,225.0,70.0,16.0,T,107.0,8670.0,23.0,5.0
4195,Nokian,Tyres Outpost AT,265.0,70.0,16.0,T,112.0,10410.0,23.0,5.0
4196,Nokian,Tyres Outpost AT,225.0,75.0,16.0,S,115.0,9810.0,23.0,7.0
4197,Nokian,Tyres Nordman SX3,205.0,60.0,16.0,H,92.0,5640.0,23.0,0.0
4198,Nokian,Tyres Nordman SX3,215.0,60.0,16.0,H,99.0,6430.0,23.0,0.0
4199,Nokian,Tyres Hakka Blue 3 SUV,225.0,55.0,18.0,V,98.0,12200.0,23.0,2.0
4200,Pirelli,P7 Cinturato Run Flat,225.0,55.0,16.0,W,95.0,17950.0,29.0,6.0
4201,Pirelli,P7 Cinturato Run Flat,225.0,45.0,18.0,Y,91.0,20060.0,29.0,3.0
4202,Cordiant,Sport 2,175.0,65.0,14.0,T,86.0,3320.0,0.0,5.0
4203,Cordiant,Off Road 2,205.0,70.0,15.0,Q,96.0,8100.0,0.0,9.0
4204,Hankook,Dynapro AT2 RF11,255.0,60.0,18.0,T,108.0,13330.0,6.0,5.0
4205,Viatti,Bosco (V-237),265.0,60.0,18.0,H,110.0,8600.0,20.0,0.0
4206,Viatti,Bosco (V-237),235.0,65.0,17.0,H,104.0,6360.0,20.0,0.0
4207,Viatti,Bosco (V-237),215.0,55.0,17.0,V,94.0,5460.0,20.0,2.0
4208,Кама,Breeze 132,185.0,65.0,14.0,H,86.0,2610.0,13.0,0.0
4209,Cordiant,Road Runner,185.0,60.0,14.0,H,82.0,3450.0,0.0,0.0
4210,Pirelli,Cinturato P1 Verde,195.0,55.0,15.0,H,85.0,5900.0,29.0,0.0
4211,Pirelli,Scorpion Verde,215.0,65.0,17.0,V,99.0,9500.0,29.0,2.0
4212,Nokian,Tyres Hakka VAN,195.0,75.0,16.0,R,107.0,8440.0,23.0,8.0
4213,Nokian,Tyres Nordman S2 SUV,265.0,60.0,18.0,V,110.0,12070.0,23.0,2.0
4214,Bridgestone,TURANZA T005,215.0,55.0,17.0,V,94.0,13650.0,16.0,2.0
4215,Bridgestone,TURANZA T005,215.0,60.0,16.0,V,95.0,9190.0,16.0,2.0
4216,Pirelli,Powergy,215.0,55.0,18.0,V,99.0,9770.0,29.0,2.0
4217,Cordiant,Comfort 2 SUV,215.0,65.0,17.0,V,103.0,7490.0,0.0,2.0
4218,Viatti,Strada 2 (V-134),175.0,70.0,14.0,H,88.0,3300.0,20.0,0.0
4219,Hankook,Ventus S1 evo 2 SUV K117A,275.0,40.0,20.0,Y,106.0,28700.0,6.0,3.0
4220,Viatti,Bosco (V-237),265.0,60.0,18.0,H,110.0,8600.0,20.0,0.0
4221,Viatti,Bosco (V-237),235.0,65.0,17.0,H,104.0,6360.0,20.0,0.0
4222,Viatti,Bosco (V-237),215.0,55.0,17.0,V,94.0,5460.0,20.0,2.0
4223,Hankook,Dynapro AT2 RF11,255.0,60.0,18.0,T,108.0,13330.0,6.0,5.0
4224,Ling,Long Sport Master UHP,225.0,45.0,18.0,Y,95.0,6110.0,24.0,3.0
4225,Cordiant,Sport 2,175.0,65.0,14.0,T,86.0,3320.0,0.0,5.0
4226,Cordiant,Off Road 2,205.0,70.0,15.0,Q,96.0,8100.0,0.0,9.0
4227,Nokian,Tyres Hakka Green 3,195.0,50.0,15.0,V,82.0,4400.0,23.0,2.0
4228,Nokian,Tyres Hakka VAN,195.0,70.0,15.0,R,104.0,7170.0,23.0,8.0
4229,Nokian,Tyres Hakka VAN,185.0,75.0,16.0,S,104.0,8110.0,23.0,7.0
4230,Nokian,Tyres Hakka VAN,205.0,75.0,16.0,S,113.0,9600.0,23.0,7.0
4231,Nokian,Tyres Hakka Green 3,175.0,65.0,14.0,T,86.0,4570.0,23.0,5.0
4232,Nokian,Tyres Nordman SZ2,205.0,50.0,17.0,W,93.0,7850.0,23.0,6.0
4233,Nokian,Tyres Hakka Black 2,235.0,55.0,17.0,Y,103.0,11540.0,23.0,3.0
4234,Nokian,Tyres Hakka Black 2 SUV,275.0,45.0,20.0,Y,110.0,22310.0,23.0,3.0
4235,Nokian,Tyres Hakka Black 2 SUV,235.0,55.0,20.0,Y,102.0,21560.0,23.0,3.0
4236,Dunlop,SP Touring R1,185.0,65.0,15.0,T,88.0,6080.0,14.0,5.0
4237,Nankang,NS20,225.0,55.0,17.0,W,101.0,7900.0,33.0,6.0
4238,Bridgestone,Dueler HT 840,265.0,65.0,17.0,S,112.0,17180.0,16.0,7.0
4239,Pirelli,P-Zero Luxury Saloon Run Flat,315.0,35.0,21.0,Y,111.0,54960.0,29.0,3.0
4240,Continental,Conti Premium Contact 6,215.0,65.0,16.0,H,98.0,13360.0,8.0,0.0
4241,Laufenn,X FIT AT LC01 SUV,265.0,70.0,16.0,T,112.0,11580.0,11.0,5.0
4242,Laufenn,X FIT AT LC01 SUV,245.0,75.0,16.0,T,111.0,10820.0,11.0,5.0
4243,Laufenn,X FIT AT LC01 SUV,245.0,70.0,16.0,T,107.0,10230.0,11.0,5.0
4244,Laufenn,X FIT AT LC01 SUV,235.0,75.0,15.0,T,109.0,13220.0,11.0,5.0
4245,BFGoodrich,All Terrain КО2,235.0,75.0,15.0,S,104.0,17210.0,17.0,7.0
4246,Nokian,Tyres Hakka Blue 3 SUV,215.0,70.0,16.0,H,100.0,9060.0,23.0,0.0
4247,Bridgestone,Dueler HT 840,265.0,65.0,17.0,S,112.0,17180.0,16.0,7.0
4248,Hankook,Dynapro HP II RA33,225.0,70.0,16.0,H,103.0,9140.0,6.0,0.0
4249,Hankook,Dynapro HP II RA33,265.0,70.0,15.0,H,112.0,10370.0,6.0,0.0
4250,Nokian,Tyres Hakka Black 2 SUV,275.0,50.0,20.0,W,113.0,24630.0,23.0,6.0
4251,Nokian,Tyres Hakka Blue 3 SUV,285.0,60.0,18.0,V,116.0,15040.0,23.0,2.0
4252,Кама,TRACE (HK-135),205.0,75.0,16.0,R,110.0,7040.0,13.0,8.0
4253,Кама,TRACE (HK-135),215.0,65.0,16.0,R,109.0,7600.0,13.0,8.0
4254,Кама,TRACE (HK-135),215.0,75.0,16.0,R,116.0,6860.0,13.0,8.0
4255,Белшина,BEL-345 ASTARTA SUV,205.0,70.0,16.0,H,97.0,5840.0,25.0,0.0
4256,Nokian,Tyres Nordman S2 SUV,215.0,65.0,17.0,V,99.0,8600.0,23.0,2.0
4257,Bridgestone,Dueler AT 001,285.0,75.0,16.0,R,116.0,19680.0,16.0,8.0
4258,Pirelli,New Cinturato P7,225.0,45.0,18.0,Y,95.0,18400.0,29.0,3.0
4259,Cordiant,Sport 3 PS2,235.0,65.0,17.0,H,108.0,7790.0,0.0,0.0
4260,Cordiant,Sport 3 PS2,215.0,60.0,17.0,V,100.0,8030.0,0.0,2.0
4261,Cordiant,Sport 3 PS2,225.0,55.0,18.0,V,102.0,9530.0,0.0,2.0
4262,Bridgestone,Ecopia EP850,275.0,65.0,17.0,H,115.0,14970.0,16.0,0.0
4263,Pirelli,SCORPION ATR PLUS,265.0,65.0,17.0,T,112.0,24050.0,29.0,5.0
4264,Viatti,Strada (V-130),245.0,45.0,17.0,V,95.0,5780.0,20.0,2.0
4265,Viatti,Bosco (V-237),235.0,55.0,18.0,H,100.0,6880.0,20.0,0.0
4266,Viatti,Strada (V-130),225.0,45.0,18.0,V,95.0,5480.0,20.0,2.0
4267,Viatti,Bosco (V-237),225.0,55.0,18.0,V,102.0,6660.0,20.0,2.0
4268,Viatti,Bosco (V-237),235.0,60.0,18.0,H,103.0,7090.0,20.0,0.0
4269,Pirelli,P7 Cinturato,245.0,45.0,17.0,Y,99.0,17780.0,29.0,3.0
4270,Pirelli,P7 Cinturato,235.0,50.0,17.0,W,96.0,13260.0,29.0,6.0
4271,Pirelli,Scorpion Verde,225.0,55.0,19.0,V,99.0,13690.0,29.0,2.0
4272,Pirelli,PZero,255.0,40.0,18.0,Y,99.0,25180.0,29.0,3.0
4273,Hankook,Dynapro AT-M RF10,215.0,75.0,15.0,S,100.0,13760.0,6.0,7.0
4274,Bridgestone,Potenza Sport,235.0,45.0,18.0,Y,98.0,19840.0,16.0,3.0
4275,Nokian,Tyres Hakka Blue 3 SUV,215.0,70.0,16.0,H,100.0,9060.0,23.0,0.0
4276,Nokian,Tyres Hakka Blue 3 SUV,285.0,60.0,18.0,V,116.0,15040.0,23.0,2.0
4277,Кама,TRACE (HK-135),205.0,75.0,16.0,R,110.0,7040.0,13.0,8.0
4278,Кама,TRACE (HK-135),215.0,65.0,16.0,R,109.0,7600.0,13.0,8.0
4279,Кама,TRACE (HK-135),215.0,75.0,16.0,R,116.0,6860.0,13.0,8.0
4280,Белшина,BEL-345 ASTARTA SUV,205.0,70.0,16.0,H,97.0,5840.0,25.0,0.0
4281,Nokian,Tyres Nordman S2 SUV,215.0,65.0,17.0,V,99.0,8600.0,23.0,2.0
4282,Bridgestone,Dueler AT 001,285.0,75.0,16.0,R,116.0,19680.0,16.0,8.0
4283,Pirelli,New Cinturato P7,225.0,45.0,18.0,Y,95.0,18400.0,29.0,3.0
4284,Viatti,Bosco (V-238),225.0,60.0,18.0,V,100.0,6460.0,20.0,2.0
4285,Viatti,Bosco (V-238),235.0,60.0,18.0,V,103.0,7160.0,20.0,2.0
4286,Hankook,Dynapro AT2 RF11,235.0,65.0,17.0,T,104.0,11200.0,6.0,5.0
